"checking_balance","months_loan_duration","credit_history","purpose","amount","savings_balance","employment_duration","percent_of_income","years_at_residence","age","other_credit","housing","existing_loans_count","job","dependents","phone","default"
"861","unknown",24,"critical","car",5804,"> 1000 DM","1 - 4 years",4,2,27,"none","own",2,"skilled",1,"no","no"
"862","unknown",18,"poor","business",2169,"< 100 DM","1 - 4 years",4,2,28,"none","own",1,"skilled",1,"yes","yes"
"863","< 0 DM",24,"good","furniture/appliances",2439,"< 100 DM","< 1 year",4,4,35,"none","own",1,"skilled",1,"yes","yes"
"864","unknown",27,"critical","furniture/appliances",4526,"> 1000 DM","< 1 year",4,2,32,"store","own",2,"unskilled",2,"yes","no"
"865","unknown",10,"good","furniture/appliances",2210,"< 100 DM","1 - 4 years",2,2,25,"bank","rent",1,"unskilled",1,"no","yes"
"866","unknown",15,"good","furniture/appliances",2221,"500 - 1000 DM","1 - 4 years",2,4,20,"none","rent",1,"skilled",1,"no","no"
"867","< 0 DM",18,"good","furniture/appliances",2389,"< 100 DM","< 1 year",4,1,27,"store","own",1,"skilled",1,"no","no"
"868","unknown",12,"critical","furniture/appliances",3331,"< 100 DM","> 7 years",2,4,42,"store","own",1,"skilled",1,"no","no"
"869","unknown",36,"good","business",7409,"unknown","> 7 years",3,2,37,"none","own",2,"skilled",1,"no","no"
"870","< 0 DM",12,"good","furniture/appliances",652,"< 100 DM","> 7 years",4,4,24,"none","rent",1,"skilled",1,"no","no"
"871","unknown",36,"poor","furniture/appliances",7678,"500 - 1000 DM","4 - 7 years",2,4,40,"none","own",2,"skilled",1,"yes","no"
"872","> 200 DM",6,"critical","car",1343,"< 100 DM","> 7 years",1,4,46,"none","own",2,"skilled",2,"no","no"
"873","< 0 DM",24,"critical","business",1382,"100 - 500 DM","4 - 7 years",4,1,26,"none","own",2,"skilled",1,"yes","no"
"874","unknown",15,"good","furniture/appliances",874,"unknown","< 1 year",4,1,24,"none","own",1,"skilled",1,"no","no"
"875","< 0 DM",12,"good","furniture/appliances",3590,"< 100 DM","1 - 4 years",2,2,29,"none","own",1,"unskilled",2,"no","no"
"876","1 - 200 DM",11,"critical","car",1322,"> 1000 DM","1 - 4 years",4,4,40,"none","own",2,"skilled",1,"no","no"
"877","< 0 DM",18,"very good","furniture/appliances",1940,"< 100 DM","< 1 year",3,4,36,"bank","other",1,"management",1,"yes","no"
"878","unknown",36,"good","furniture/appliances",3595,"< 100 DM","> 7 years",4,2,28,"none","own",1,"skilled",1,"no","no"
"879","< 0 DM",9,"good","car",1422,"< 100 DM","< 1 year",3,2,27,"none","other",1,"management",1,"yes","yes"
"880","unknown",30,"critical","furniture/appliances",6742,"unknown","4 - 7 years",2,3,36,"none","own",2,"skilled",1,"no","no"
"881","unknown",24,"good","car",7814,"< 100 DM","4 - 7 years",3,3,38,"none","own",1,"management",1,"yes","no"
"882","unknown",24,"good","car",9277,"unknown","1 - 4 years",2,4,48,"none","other",1,"skilled",1,"yes","no"
"883","1 - 200 DM",30,"critical","car",2181,"unknown","> 7 years",4,4,36,"none","own",2,"skilled",1,"no","no"
"884","unknown",18,"critical","furniture/appliances",1098,"< 100 DM","unemployed",4,4,65,"none","own",2,"unemployed",1,"no","no"
"885","1 - 200 DM",24,"good","furniture/appliances",4057,"< 100 DM","4 - 7 years",3,3,43,"none","own",1,"skilled",1,"yes","yes"
"886","< 0 DM",12,"good","education",795,"< 100 DM","< 1 year",4,4,53,"none","own",1,"skilled",1,"no","yes"
"887","1 - 200 DM",24,"critical","business",2825,"unknown","4 - 7 years",4,3,34,"none","own",2,"skilled",2,"yes","no"
"888","1 - 200 DM",48,"good","business",15672,"< 100 DM","1 - 4 years",2,2,23,"none","own",1,"skilled",1,"yes","yes"
"889","unknown",36,"critical","car",6614,"< 100 DM","> 7 years",4,4,34,"none","own",2,"management",1,"yes","no"
"890","unknown",28,"very good","car",7824,"unknown","< 1 year",3,4,40,"bank","rent",2,"skilled",2,"yes","no"
"891","< 0 DM",27,"critical","business",2442,"< 100 DM","> 7 years",4,4,43,"store","own",4,"management",2,"yes","no"
"892","unknown",15,"critical","furniture/appliances",1829,"< 100 DM","> 7 years",4,4,46,"none","own",2,"skilled",1,"yes","no"
"893","< 0 DM",12,"critical","car",2171,"< 100 DM","1 - 4 years",4,4,38,"bank","own",2,"unskilled",1,"no","no"
"894","1 - 200 DM",36,"critical","car",5800,"< 100 DM","1 - 4 years",3,4,34,"none","own",2,"skilled",1,"yes","no"
"895","unknown",18,"critical","furniture/appliances",1169,"unknown","1 - 4 years",4,3,29,"none","own",2,"skilled",1,"yes","no"
"896","unknown",36,"poor","car",8947,"unknown","4 - 7 years",3,2,31,"store","own",1,"management",2,"yes","no"
"897","< 0 DM",21,"good","furniture/appliances",2606,"< 100 DM","< 1 year",4,4,28,"none","rent",1,"management",1,"yes","no"
"898","unknown",12,"critical","furniture/appliances",1592,"> 1000 DM","4 - 7 years",3,2,35,"none","own",1,"skilled",1,"no","no"
"899","unknown",15,"good","furniture/appliances",2186,"unknown","4 - 7 years",1,4,33,"bank","rent",1,"unskilled",1,"no","no"
"900","< 0 DM",18,"good","furniture/appliances",4153,"< 100 DM","1 - 4 years",2,3,42,"none","own",1,"skilled",1,"no","yes"
"901","< 0 DM",16,"critical","car",2625,"< 100 DM","> 7 years",2,4,43,"bank","rent",1,"skilled",1,"yes","yes"
"902","unknown",20,"critical","car",3485,"unknown","< 1 year",2,4,44,"none","own",2,"skilled",1,"yes","no"
"903","unknown",36,"critical","car",10477,"unknown","> 7 years",2,4,42,"none","other",2,"skilled",1,"no","no"
"904","unknown",15,"good","furniture/appliances",1386,"unknown","1 - 4 years",4,2,40,"none","rent",1,"skilled",1,"yes","no"
"905","unknown",24,"good","furniture/appliances",1278,"< 100 DM","> 7 years",4,1,36,"none","own",1,"management",1,"yes","no"
"906","< 0 DM",12,"good","furniture/appliances",1107,"< 100 DM","1 - 4 years",2,2,20,"none","rent",1,"management",2,"yes","no"
"907","< 0 DM",21,"good","car",3763,"unknown","4 - 7 years",2,2,24,"none","own",1,"unskilled",1,"no","no"
"908","1 - 200 DM",36,"good","education",3711,"unknown","1 - 4 years",2,2,27,"none","own",1,"skilled",1,"no","no"
"909","unknown",15,"poor","car",3594,"< 100 DM","< 1 year",1,2,46,"none","own",2,"unskilled",1,"no","no"
"910","1 - 200 DM",9,"good","car",3195,"unknown","1 - 4 years",1,2,33,"none","own",1,"unskilled",1,"no","no"
"911","unknown",36,"poor","furniture/appliances",4454,"< 100 DM","1 - 4 years",4,4,34,"none","own",2,"skilled",1,"no","no"
"912","1 - 200 DM",24,"critical","furniture/appliances",4736,"< 100 DM","< 1 year",2,4,25,"bank","own",1,"unskilled",1,"no","yes"
"913","1 - 200 DM",30,"good","furniture/appliances",2991,"unknown","> 7 years",2,4,25,"none","own",1,"skilled",1,"no","no"
"914","unknown",11,"good","business",2142,"> 1000 DM","> 7 years",1,2,28,"none","own",1,"skilled",1,"yes","no"
"915","< 0 DM",24,"very good","business",3161,"< 100 DM","1 - 4 years",4,2,31,"none","rent",1,"skilled",1,"yes","yes"
"916","1 - 200 DM",48,"perfect","car",18424,"< 100 DM","1 - 4 years",1,2,32,"bank","own",1,"management",1,"yes","yes"
"917","unknown",10,"good","car",2848,"100 - 500 DM","1 - 4 years",1,2,32,"none","own",1,"skilled",2,"no","no"
"918","< 0 DM",6,"good","car",14896,"< 100 DM","> 7 years",1,4,68,"bank","own",1,"management",1,"yes","yes"
"919","< 0 DM",24,"good","furniture/appliances",2359,"100 - 500 DM","unemployed",1,1,33,"none","own",1,"skilled",1,"no","yes"
"920","< 0 DM",24,"good","furniture/appliances",3345,"< 100 DM","> 7 years",4,2,39,"none","rent",1,"management",1,"yes","yes"
"921","unknown",18,"critical","furniture/appliances",1817,"< 100 DM","1 - 4 years",4,2,28,"none","own",2,"skilled",1,"no","no"
"922","unknown",48,"poor","furniture/appliances",12749,"500 - 1000 DM","4 - 7 years",4,1,37,"none","own",1,"management",1,"yes","no"
"923","< 0 DM",9,"good","furniture/appliances",1366,"< 100 DM","< 1 year",3,4,22,"none","rent",1,"skilled",1,"no","yes"
"924","1 - 200 DM",12,"good","car",2002,"< 100 DM","4 - 7 years",3,4,30,"none","rent",1,"skilled",2,"yes","no"
"925","< 0 DM",24,"very good","furniture/appliances",6872,"< 100 DM","< 1 year",2,1,55,"bank","own",1,"skilled",1,"yes","yes"
"926","< 0 DM",12,"very good","car",697,"< 100 DM","< 1 year",4,2,46,"bank","own",2,"skilled",1,"yes","yes"
"927","< 0 DM",18,"critical","furniture/appliances",1049,"< 100 DM","< 1 year",4,4,21,"none","rent",1,"skilled",1,"no","no"
"928","< 0 DM",48,"good","car",10297,"< 100 DM","4 - 7 years",4,4,39,"store","other",3,"skilled",2,"yes","yes"
"929","unknown",30,"good","furniture/appliances",1867,"unknown","> 7 years",4,4,58,"none","own",1,"skilled",1,"yes","no"
"930","< 0 DM",12,"poor","car",1344,"< 100 DM","1 - 4 years",4,2,43,"none","own",2,"unskilled",2,"no","no"
"931","< 0 DM",24,"good","furniture/appliances",1747,"< 100 DM","< 1 year",4,1,24,"none","own",1,"unskilled",1,"no","no"
"932","1 - 200 DM",9,"good","furniture/appliances",1670,"< 100 DM","< 1 year",4,2,22,"none","own",1,"skilled",1,"yes","yes"
"933","unknown",9,"critical","car",1224,"< 100 DM","1 - 4 years",3,1,30,"none","own",2,"skilled",1,"no","no"
"934","unknown",12,"critical","furniture/appliances",522,"500 - 1000 DM","> 7 years",4,4,42,"none","own",2,"skilled",2,"yes","no"
"935","< 0 DM",12,"good","furniture/appliances",1498,"< 100 DM","1 - 4 years",4,1,23,"bank","own",1,"skilled",1,"no","no"
"936","1 - 200 DM",30,"poor","furniture/appliances",1919,"100 - 500 DM","< 1 year",4,3,30,"store","own",2,"management",1,"no","yes"
"937","> 200 DM",9,"good","furniture/appliances",745,"< 100 DM","1 - 4 years",3,2,28,"none","own",1,"unskilled",1,"no","yes"
"938","1 - 200 DM",6,"good","furniture/appliances",2063,"< 100 DM","< 1 year",4,3,30,"none","rent",1,"management",1,"yes","no"
"939","1 - 200 DM",60,"good","education",6288,"< 100 DM","1 - 4 years",4,4,42,"none","other",1,"skilled",1,"no","yes"
"940","unknown",24,"critical","car",6842,"unknown","1 - 4 years",2,4,46,"none","own",2,"management",2,"yes","no"
"941","unknown",12,"good","car",3527,"unknown","< 1 year",2,3,45,"none","own",1,"management",2,"yes","no"
"942","unknown",10,"good","car",1546,"< 100 DM","1 - 4 years",3,2,31,"none","own",1,"unskilled",2,"no","no"
"943","unknown",24,"good","furniture/appliances",929,"unknown","4 - 7 years",4,2,31,"store","own",1,"skilled",1,"yes","no"
"944","unknown",4,"critical","car",1455,"< 100 DM","4 - 7 years",2,1,42,"none","own",3,"unskilled",2,"no","no"
"945","< 0 DM",15,"good","furniture/appliances",1845,"< 100 DM","< 1 year",4,1,46,"none","rent",1,"skilled",1,"no","no"
"946","1 - 200 DM",48,"perfect","car",8358,"500 - 1000 DM","< 1 year",1,1,30,"none","own",2,"skilled",1,"no","no"
"947","< 0 DM",24,"very good","furniture/appliances",3349,"500 - 1000 DM","< 1 year",4,4,30,"none","other",1,"skilled",2,"yes","yes"
"948","unknown",12,"good","car",2859,"unknown","unemployed",4,4,38,"none","own",1,"management",1,"yes","no"
"949","unknown",18,"good","furniture/appliances",1533,"< 100 DM","< 1 year",4,1,43,"none","own",1,"unskilled",2,"no","yes"
"950","unknown",24,"good","furniture/appliances",3621,"100 - 500 DM","> 7 years",2,4,31,"none","own",2,"skilled",1,"no","yes"
"951","1 - 200 DM",18,"critical","business",3590,"< 100 DM","unemployed",3,3,40,"none","own",3,"unemployed",2,"yes","no"
"952","< 0 DM",36,"poor","business",2145,"< 100 DM","4 - 7 years",2,1,24,"none","own",2,"skilled",1,"yes","yes"
"953","1 - 200 DM",24,"good","car",4113,"500 - 1000 DM","< 1 year",3,4,28,"none","rent",1,"skilled",1,"no","yes"
"954","unknown",36,"good","furniture/appliances",10974,"< 100 DM","unemployed",4,2,26,"none","own",2,"management",1,"yes","yes"
"955","< 0 DM",12,"good","car",1893,"< 100 DM","1 - 4 years",4,4,29,"none","own",1,"skilled",1,"yes","no"
"956","< 0 DM",24,"critical","furniture/appliances",1231,"> 1000 DM","> 7 years",4,4,57,"none","rent",2,"management",1,"yes","no"
"957","> 200 DM",30,"critical","furniture/appliances",3656,"unknown","> 7 years",4,4,49,"store","own",2,"unskilled",1,"no","no"
"958","1 - 200 DM",9,"critical","furniture/appliances",1154,"< 100 DM","> 7 years",2,4,37,"none","own",3,"unskilled",1,"no","no"
"959","< 0 DM",28,"good","car",4006,"< 100 DM","1 - 4 years",3,2,45,"none","own",1,"unskilled",1,"no","yes"
"960","1 - 200 DM",24,"good","furniture/appliances",3069,"100 - 500 DM","> 7 years",4,4,30,"none","other",1,"skilled",1,"no","no"
"961","unknown",6,"critical","furniture/appliances",1740,"< 100 DM","> 7 years",2,2,30,"none","rent",2,"skilled",1,"no","no"
"962","1 - 200 DM",21,"poor","car",2353,"< 100 DM","1 - 4 years",1,4,47,"none","own",2,"skilled",1,"no","no"
"963","unknown",15,"good","car",3556,"unknown","1 - 4 years",3,2,29,"none","own",1,"skilled",1,"no","no"
"964","unknown",24,"good","furniture/appliances",2397,"500 - 1000 DM","> 7 years",3,2,35,"bank","own",2,"skilled",1,"yes","yes"
"965","1 - 200 DM",6,"good","renovations",454,"< 100 DM","< 1 year",3,1,22,"none","own",1,"unskilled",1,"no","no"
"966","1 - 200 DM",30,"good","furniture/appliances",1715,"unknown","1 - 4 years",4,1,26,"none","own",1,"skilled",1,"no","no"
"967","1 - 200 DM",27,"critical","furniture/appliances",2520,"500 - 1000 DM","1 - 4 years",4,2,23,"none","own",2,"unskilled",1,"no","yes"
"968","unknown",15,"good","furniture/appliances",3568,"< 100 DM","> 7 years",4,2,54,"bank","rent",1,"management",1,"yes","no"
"969","unknown",42,"good","furniture/appliances",7166,"unknown","4 - 7 years",2,4,29,"none","rent",1,"skilled",1,"yes","no"
"970","< 0 DM",11,"critical","car",3939,"< 100 DM","1 - 4 years",1,2,40,"none","own",2,"unskilled",2,"no","no"
"971","1 - 200 DM",15,"good","renovations",1514,"100 - 500 DM","1 - 4 years",4,2,22,"none","own",1,"skilled",1,"no","no"
"972","unknown",24,"good","car",7393,"< 100 DM","1 - 4 years",1,4,43,"none","own",1,"unskilled",2,"no","no"
"973","< 0 DM",24,"very good","car",1193,"< 100 DM","unemployed",1,4,29,"none","rent",2,"unemployed",1,"no","yes"
"974","< 0 DM",60,"good","business",7297,"< 100 DM","> 7 years",4,4,36,"none","rent",1,"skilled",1,"no","yes"
"975","unknown",30,"critical","furniture/appliances",2831,"< 100 DM","1 - 4 years",4,2,33,"none","own",1,"skilled",1,"yes","no"
"976","> 200 DM",24,"good","furniture/appliances",1258,"500 - 1000 DM","1 - 4 years",3,3,57,"none","own",1,"unskilled",1,"no","no"
"977","1 - 200 DM",6,"good","furniture/appliances",753,"< 100 DM","1 - 4 years",2,3,64,"none","own",1,"skilled",1,"no","no"
"978","1 - 200 DM",18,"poor","business",2427,"unknown","> 7 years",4,2,42,"none","own",2,"skilled",1,"no","no"
"979","unknown",24,"poor","car",2538,"< 100 DM","> 7 years",4,4,47,"none","own",2,"unskilled",2,"no","yes"
"980","1 - 200 DM",15,"very good","car",1264,"100 - 500 DM","1 - 4 years",2,2,25,"none","rent",1,"skilled",1,"no","yes"
"981","1 - 200 DM",30,"critical","furniture/appliances",8386,"< 100 DM","4 - 7 years",2,2,49,"none","own",1,"skilled",1,"no","yes"
"982","unknown",48,"good","business",4844,"< 100 DM","unemployed",3,2,33,"bank","rent",1,"management",1,"yes","yes"
"983","> 200 DM",21,"good","car",2923,"100 - 500 DM","1 - 4 years",1,1,28,"bank","own",1,"management",1,"yes","no"
"984","< 0 DM",36,"good","car",8229,"< 100 DM","1 - 4 years",2,2,26,"none","own",1,"skilled",2,"no","yes"
"985","unknown",24,"critical","furniture/appliances",2028,"< 100 DM","4 - 7 years",2,2,30,"none","own",2,"unskilled",1,"no","no"
"986","< 0 DM",15,"critical","furniture/appliances",1433,"< 100 DM","1 - 4 years",4,3,25,"none","rent",2,"skilled",1,"no","no"
"987","> 200 DM",42,"perfect","business",6289,"< 100 DM","< 1 year",2,1,33,"none","own",2,"skilled",1,"no","no"
"988","unknown",13,"good","furniture/appliances",1409,"100 - 500 DM","unemployed",2,4,64,"none","own",1,"skilled",1,"no","no"
"989","< 0 DM",24,"good","car",6579,"< 100 DM","unemployed",4,2,29,"none","other",1,"management",1,"yes","no"
"990","1 - 200 DM",24,"critical","furniture/appliances",1743,"< 100 DM","> 7 years",4,2,48,"none","own",2,"unskilled",1,"no","no"
"991","unknown",12,"critical","education",3565,"unknown","< 1 year",2,1,37,"none","own",2,"unskilled",2,"no","no"
"992","unknown",15,"very good","furniture/appliances",1569,"100 - 500 DM","> 7 years",4,4,34,"bank","own",1,"unskilled",2,"no","no"
"993","< 0 DM",18,"good","furniture/appliances",1936,"unknown","4 - 7 years",2,4,23,"none","rent",2,"unskilled",1,"no","no"
"994","< 0 DM",36,"good","furniture/appliances",3959,"< 100 DM","unemployed",4,3,30,"none","own",1,"management",1,"yes","no"
"995","unknown",12,"good","car",2390,"unknown","> 7 years",4,3,50,"none","own",1,"skilled",1,"yes","no"
"996","unknown",12,"good","furniture/appliances",1736,"< 100 DM","4 - 7 years",3,4,31,"none","own",1,"unskilled",1,"no","no"
"997","< 0 DM",30,"good","car",3857,"< 100 DM","1 - 4 years",4,4,40,"none","own",1,"management",1,"yes","no"
"998","unknown",12,"good","furniture/appliances",804,"< 100 DM","> 7 years",4,4,38,"none","own",1,"skilled",1,"no","no"
"999","< 0 DM",45,"good","furniture/appliances",1845,"< 100 DM","1 - 4 years",4,4,23,"none","other",1,"skilled",1,"yes","yes"
"1000","1 - 200 DM",45,"critical","car",4576,"100 - 500 DM","unemployed",3,4,27,"none","own",1,"skilled",1,"no","no"
