"movie7653.name"	"total.boxoffice.earnings"	"dvd.earnings.in.us.639c"	"total.movie.budget"	"rating.GPGPG13RNC17"	"genreX8423"	"TIME"	"year.of.release"	"sequel"
"259"	"There's Something About Mary"	360099156	NA	2.2e+07	"R"	"Romantic Comedy"	"118"	1998	"0"
"260"	"Batman Begins"	359142722	NA	1.5e+08	"PG-13"	"Action"	"140"	2005	"0"
"261"	"Minority Report"	358824714	NA	1.02e+08	"PG13"	"Action"	"144"	2002	"0"
"262"	"Top Gun"	356800601	NA	1.5e+07	"PG"	"Action"	"110"	1986	"0"
"263"	"Night at the Museum: Secret of the Tomb"	356546621	14564512	1.27e+08	"PG"	"Adventure"	"97"	2014	"1"
"264"	"American Beauty"	356258047	NA	1.5e+07	"R"	"Drama"	"121"	1999	"0"
"265"	"Dinosaur"	356148063	NA	127500000	"PG"	"Adventure"	"82"	2000	"0"
"266"	"Goldeneye"	355978900	4070685	6e+07	"PG13"	"Action"	"130"	1995	"1"
"267"	"Catch Me if You Can"	355612291	NA	5.2e+07	"13"	"Drama"	"140"	2002	"0"
"268"	"Home Alone 2: Lost in New York"	355413379	NA	2e+07	"PG"	"Comedy"	"120"	1992	"1"
"269"	"X-Men: First Class"	355408305	34055336	1.6e+08	"PG-13"	"Action"	"132"	2011	"1"
"270"	"The Flintstones"	353357367	NA	4.5e+07	"PG"	"Comedy"	"92"	1994	"0"
"271"	"Noah"	352831065	11753971	1.3e+08	"PG-13"	"Drama"	"137"	2014	"0"
"272"	"The Karate Kid"	351774938	56277273	4e+07	"PG"	"Adventure"	"140"	2009	"0"
"273"	"Now You See Me"	351723989	15283998	7.5e+07	"PG-13"	"Thriller/Suspense"	"116"	2013	"0"
"274"	"The Mask"	351574149	NA	1.8e+07	"PG13"	"Comedy"	"101"	1994	"0"
"275"	"The Great Gatsby"	351040419	28635945	1.9e+08	"PG13"	"Drama"	"141"	2012	"0"
"276"	"Doctor Seuss' The Lorax"	350976753	85776697	67500000	"PG"	"Adventure"	"101"	2011	"0"
"277"	"Basic Instinct"	350853973	NA	0	"R"	"Thriller/Suspense"	"128"	1992	"0"
"278"	"Hannibal"	350100000	NA	8.7e+07	"R"	"Horror"	"131"	2001	"0"
"279"	"Who Framed Roger Rabbit?"	349318645	NA	7e+07	"PG"	"Comedy"	"103"	1988	"0"
"280"	"Deep Impact"	349300426	NA	8e+07	"PG-13"	"Adventure"	"123"	1998	"0"
"281"	"Alvin and the Chipmunks: Chipwrecked"	349088523	44070705	8e+07	"g"	"Comedy"	"87"	2011	"1"
"282"	"I, Robot"	348623912	NA	1.05e+08	"PG-13"	"Action"	"115"	2004	"0"
"283"	"The Smurfs 2"	348547523	20141587	1.1e+08	"PG"	"Adventure"	"104"	2013	"1"
"284"	"Rush Hour 2"	347425832	NA	9e+07	"13"	"Action"	"90"	2001	"1"
"285"	"Pocahontas"	347087906	NA	5.5e+07	"G"	"Adventure"	"81"	1995	"0"
"286"	"Hotel Transylvania"	345907363	54346953	8.5e+07	"PG"	"Comedy"	"91"	2011	"0"
"287"	"The Maze Runner"	345527862	20252933	3.4e+07	"PG13"	"Thriller/Suspense"	"113"	2014	"0"
"288"	"How the Grinch Stole Christmas"	345141403	NA	1.23e+08	"PG"	"Comedy"	"1117"	2000	"0"
"289"	"The Fugitive"	342333917	NA	4.4e+07	"13"	"Thriller/Suspense"	"130"	1993	"0"
"290"	"Wanted"	342235034	74149946	7.5e+07	"R"	"Action"	"110"	2008	"0"
"291"	"Enchanted"	340384141	89230828	8.5e+07	"PG"	"Romantic Comedy"	"108"	2007	"0"
"292"	"Tomorrow Never Dies"	339479326	NA	1.1e+08	"13"	"Action"	"119"	1997	"1"
"293"	"Close Encounters of the Third Kind"	337700000	NA	2e+07	"PG"	"Adventure"	"134"	1977	"0"
"294"	"Batman Forever"	336495936	NA	1e+08	"13"	"Action"	"122"	1995	"1"
"295"	"Over the Hedge"	336002981	130425424	8e+07	"PG"	"Comedy"	"84"	2006	"0"
"296"	"The Rock"	335955936	NA	7.5e+07	"R"	"Action"	"136"	1996	"0"
"297"	"Apollo 13"	334065864	NA	6.5e+07	"PG"	"Drama"	"139"	1995	"0"
"298"	"22 Jump Street"	331333876	14441791	5e+07	"R"	"Comedy"	"111"	2014	"1"
"299"	"National Treasure"	331323410	NA	1e+08	"PG"	"Adventure"	"130"	2004	"0"
"300"	"Black Swan"	331266710	23981109	1.3e+07	"R"	"Thriller/Suspense"	"not sure"	2010	"0"
"301"	"300: Rise of an Empire"	330780051	16666001	1.1e+08	"R"	"Action"	"102"	2013	"1"
"302"	"Fantastic Four"	330716569	18532026	87500000	"13"	"Action"	"106"	2005	"0"
"303"	"The Curious Case of Benjamin Button"	329809326	47708895	1.6e+08	"PG-13"	"Drama"	"167"	2008	"0"
"304"	"The Perfect Storm"	328711434	NA	1.2e+08	"PG-13"	"Drama"	"129"	2000	"0"
"305"	"Indiana Jones and the Temple of Doom"	328283524	23317323	2.8e+07	"PG"	"Adventure"	"118"	1984	"1"
"306"	"Se7en"	328058010	NA	3e+07	"R"	"Thriller/Suspense"	"126"	1995	"0"
"307"	"Bolt"	328015209	93331986	1.5e+08	"PG"	"Comedy"	"96"	2008	"0"
"308"	"Taken 3"	327656424	13062228	4.8e+07	"13"	"Action"	"118"	2015	"1"
"309"	"The Devil Wears Prada"	326073155	95933800	3.5e+07	"13"	"Comedy"	"109"	2006	"0"
"310"	"The Hunchback of Notre Dame"	325478752	NA	1e+08	"General"	"Adventure"	"91"	1996	"0"
"311"	"Back to the Future Part II"	322666269	NA	4e+07	"PG"	"Adventure"	"108"	1989	"1"
"312"	"Robin Hood"	322241588	47491423	2.1e+08	"PG13"	"Action"	"139"	2010	"0"
"313"	"Megamind"	321887208	50400680	1.3e+08	"PG"	"Adventure"	"95"	2010	"0"
"314"	"Crocodile Dundee"	321534511	NA	8800000	"PG13"	"Comedy"	"97"	1986	"0"
"315"	"Schindler's List"	320792986	NA	2.5e+07	"R"	"Drama"	"195"	1993	"0"
"316"	"The Last Airbender"	319542756	30331914	1.5e+08	"PG"	"Adventure"	"103"	2010	"0"
"317"	"The Polar Express"	319049659	NA	1.7e+08	"g"	"Adventure"	"92"	2004	"0"
"318"	"The Martian"	318995778	NA	1.08e+08	"PG13"	"Thriller/Suspense"	"130"	2015	"1"
"319"	"Journey 2: The Mysterious Island"	318146162	22082066	7.9e+07	"PG"	"Adventure"	"52"	2011	"1"
"320"	"The Conjuring"	318000141	14000432	2e+07	"R"	"Horror"	"111"	2013	"0"
"321"	"A Beautiful Mind"	317668058	NA	7.8e+07	"13"	"Drama"	"134"	2001	"0"
"322"	"Inglourious Basterds"	316915264	68850126	7e+07	"R"	"Action"	"152"	2009	"0"
"323"	"Disney's A Christmas Carol"	315709697	41493064	1.9e+08	"PG"	"Drama"	"95"	2009	"0"
"324"	"Air Force One"	314932668	NA	8.5e+07	"R"	"Action"	"117"	1997	"0"
"325"	"Lethal Weapon 3"	314768020	NA	3.5e+07	"R"	"Action"	"118"	1992	"1"
"326"	"The Proposal"	314709717	107554692	4e+07	"PG13"	"Romantic Comedy"	"107"	2009	"0"
"327"	"Prince of Persia: Sands of Time"	314594597	36487511	2e+08	"PG-13"	"Action"	"115"	2010	"0"
"328"	"As Good as it Gets"	313271386	NA	5e+07	"PG-13"	"Romantic Comedy"	"-89"	1997	"0"
"329"	"The Expendables 2"	311979256	24171901	1e+08	"R"	"Action"	"103"	2012	"1"
"330"	"Fatal Attraction"	311908296	NA	1.4e+07	"R"	"Thriller/Suspense"	"120"	1987	"0"
"331"	"Ocean's Thirteen"	311744465	48389923	8.5e+07	"13"	"Adventure"	"122"	2007	"1"
"332"	"The SpongeBob Movie: Sponge Out of Water"	311594032	11420494	7.4e+07	"PG"	"Comedy"	"93"	2014	"0"
"333"	"Beverly Hills Cop"	311449244	NA	1.5e+07	"R"	"Action"	"4001"	1984	"0"
"334"	"Little Fockers"	310650574	20609122	1e+08	"13"	"Comedy"	"98"	2010	"1"
"335"	"Austin Powers: The Spy Who Shagged Me"	310250345	NA	3.5e+07	"PG-13"	"Comedy"	"95"	1999	"1"
"336"	"Chicken Little"	310043823	142664304	6e+07	"General"	"Adventure"	"82"	2005	"0"
"337"	"Runaway Bride"	310030259	NA	7e+07	"PG"	"Romantic Comedy"	"116"	1999	"0"
"338"	"Ransom"	308656140	NA	7e+07	"R"	"Action"	"121"	1996	"0"
"339"	"Chicago"	307687518	NA	3e+07	"13"	"Musical"	"113"	2002	"0"
"340"	"The Pursuit of Happyness"	307325633	93771256	5.5e+07	"13"	"Drama"	"-98"	2006	"0"
"341"	"Rise of the Guardians"	306900902	40572967	1.45e+08	"PG"	"Adventure"	"97"	2012	"0"
"342"	"The Blind Side"	305705794	123148756	3.5e+07	"PG-13"	"Drama"	"128"	2009	"0"
"343"	"Wrath of the Titans"	305270083	20251031	1.5e+08	"13"	"Adventure"	"99"	2012	"1"
"344"	"Battleship"	305218228	18361562	2.09e+08	"PG13"	"Action"	"130"	2011	"0"
"345"	"Meet the Parents"	304599899	NA	5.5e+07	"PG13"	"musical"	"108"	2000	"0"
"346"	"A Good Day to Die Hard"	304249198	15150722	9.2e+07	"R"	"Action"	"98"	2012	"1"
"347"	"101 Dalmatians"	304192867	NA	0	"g"	"Comedy"	"103"	1996	"0"
"348"	"The Fault in Our Stars"	303572350	24465828	1.2e+07	"PG-13"	"Drama"	"125"	2014	"0"
"349"	"Mulan"	303498149	NA	9e+07	"General"	"Adventure"	"87"	1998	"0"
"350"	"Liar Liar"	302695380	NA	4.5e+07	"13"	"Comedy"	"87"	1997	"0"
"351"	"G.I. Joe: The Rise of Cobra"	302469017	75487856	1.75e+08	"13"	"Action"	"118"	2009	"0"
"352"	"Rambo: First Blood Part II"	300400000	NA	4.4e+07	"R"	"ROMANTIC COMEDY"	"96"	1985	"1"
"353"	"Superman"	300200000	NA	5.5e+07	"PG"	"Adventure"	"143"	1978	"0"
"354"	"Van Helsing"	300150546	NA	1.7e+08	"PG-13"	"Action"	"132"	2004	"0"
"355"	"Horton Hears a Who"	299477886	83697295	8.5e+07	"g"	"Adventure"	"88"	2008	"0"
"356"	"Shutter Island"	299461782	27085654	8e+07	"R"	"Thriller/Suspense"	"138"	2009	"0"
"357"	"My Best Friend's Wedding"	298915378	NA	4.6e+07	"13"	"Comedy"	"-12"	1997	"0"
"358"	"Stuart Little"	298815224	NA	1.05e+08	"PG"	"Comedy"	"92"	1999	"0"
"359"	"Rocky IV"	296447780	NA	0	"PG"	"Drama"	"90"	1985	"1"
"360"	"X-Men"	296339717	NA	7.5e+07	"PG13"	"Action"	"104"	2000	"0"
"361"	"Resident Evil: Afterlife"	295874190	22082863	57500000	"R"	"Horror"	"97"	2010	"1"
"362"	"Insurgent"	295279072	10931697	1.1e+08	"13"	"Action"	"118"	2015	"1"
"363"	"Ghostbusters"	295212467	NA	3e+07	"PG"	"Comedy"	"107"	1984	"0"
"364"	"Sex and the City 2"	294680778	32732557	9.5e+07	"R"	"Comedy"	NA	2010	"1"
"365"	"Doctor Dolittle"	294156464	NA	71500000	"PG-13"	"Comedy"	"85"	1998	"0"
"366"	"G-Force"	292817841	57036750	1.5e+08	"PG"	"Adventure"	"87"	2009	"0"
"367"	"Austin Powers in Goldmember"	292738626	NA	6.3e+07	"PG13"	"Comedy"	"94"	2002	"1"
"368"	"Look Who's Talking"	291848720	NA	0	"PG-13"	"Comedy"	"96"	1988	"0"
"369"	"Hook"	291121554	NA	7e+07	"PG"	"Adventure"	"135"	1991	"0"
"370"	"The Green Mile"	290701374	NA	6e+07	"R"	"Drama"	"187"	1999	"0"
"371"	"Salt"	290650494	34238959	1.3e+08	"PG13"	"Thriller/Suspense"	"100"	2010	"0"
"372"	"The Departed"	289660619	141096054	9e+07	"R"	"Drama"	"151"	2006	"0"
"373"	"Bridesmaids"	289527030	70407359	32500000	"R"	"Comedy"	"-96"	2011	"0"
"374"	"What Lies Beneath"	288600000	NA	9e+07	"13"	"Thriller/Suspense"	"126"	2000	"0"
"375"	"The Bourne Supremacy"	288587450	NA	8.5e+07	"PG13"	"Thriller/Suspense"	"108"	2004	"1"
"376"	"Fantastic Four: Rise of the Silver Surfer"	288215319	67650744	1.2e+08	"PG"	"Action"	"91"	2007	"1"
"377"	"Oblivion"	287916633	14456685	1.2e+08	"PG-13"	"Thriller/Suspense"	"125"	2012	"0"
"378"	"Bee Movie"	287594577	91223720	1.5e+08	"PG"	"Comedy"	"90"	2007	"0"
"379"	"Turbo"	286896578	43071678	1.35e+08	"PG"	"Adventure"	"96"	2013	"0"
"380"	"American Pie 2"	286500000	NA	3e+07	"R"	"Comedy"	"110"	2001	"1"
"381"	"The Sound of Music"	286214286	NA	8200000	"G"	"Musical"	"174"	1965	"0"
"382"	"Elysium"	286192091	16041446	1.2e+08	"R"	"Action"	"109"	2012	"0"
"383"	"Pitch Perfect 2"	285946089	8928167	2.9e+07	"PG13"	"Comedy"	"115"	2014	"1"
"384"	"Lethal Weapon 4"	284690200	NA	1.4e+08	"R"	"Action"	"127"	1998	"1"
"385"	"The Wedding Crashers"	283218368	NA	4e+07	"R"	"Comedy"	"119"	2005	"0"
"386"	"John Carter"	282778100	23419224	2.75e+08	"PG-13"	"Adventure"	"132"	2011	"0"
"387"	"Saturday Night Fever"	282400000	NA	0	"R"	"Drama"	"118"	1977	"0"
"388"	"Speed"	282312677	NA	3e+07	"R"	"Action"	"115"	1994	"0"
"389"	"Casper"	282209181	NA	5.5e+07	"PG"	"Comedy"	"100"	1995	"0"
"390"	"Bridget Jones's Diary"	281527158	NA	2.5e+07	"R"	"Romantic Comedy"	NA	2001	"0"
"391"	"Coming to America"	281442024	NA	0	"R"	"Comedy"	"116"	1988	"0"
"392"	"The Bourne Legacy"	280355920	30054591	1.25e+08	"13"	"Thriller/Suspense"	"135"	2011	"1"
"393"	"Shakespeare in Love"	279423528	NA	2.6e+07	"R"	"Romantic Comedy"	"123"	1998	"0"
"394"	"The Tourist"	278731369	19445171	1e+08	"13"	"Thriller/Suspense"	"102"	2010	"0"
"395"	"Scary Movie"	277200000	NA	1.9e+07	"R"	"Comedy"	"88"	2000	"0"
"396"	"Scooby-Doo"	276294164	NA	8.4e+07	"PG"	"Comedy"	"86"	2002	"0"
"397"	"Divergent"	276014965	33885389	8.5e+07	"PG-13"	"Adventure"	"140"	2014	"0"
"398"	"Beverly Hills Cop II"	275932902	NA	2e+07	"R"	"Action"	"102"	1987	"1"
"399"	"Sen to Chihiro no Kamikakushi"	274949886	NA	1.9e+07	"PG"	"Adventure"	"125"	2002	"0"
"400"	"Gran Torino"	274543085	67237580	2.5e+07	"R"	"Drama"	"116"	2008	"0"
"401"	"High School Musical 3: Senior Year"	274392880	60926765	1.1e+07	"g"	"Musical"	NA	2008	"1"
"402"	"Cloudy with a Chance of Meatballs 2"	274392649	21512980	7.8e+07	"PG"	"Adventure"	"95"	2013	"1"
"403"	"The Nutty Professor"	273769345	NA	5.5e+07	"PG13"	"Comedy"	"95"	1996	"0"
"404"	"Jerry Maguire"	273668230	NA	5e+07	"R"	"Romantic Comedy"	"135"	1996	"0"
"405"	"Lincoln"	273346281	22602078	6.5e+07	"PG-13"	"Drama"	"149"	2011	"0"
"406"	"Lara Croft: Tomb Raider"	273330185	NA	9.4e+07	"PG13"	"Adventure"	"100"	2001	"0"
"407"	"Bad Boys II"	272940870	NA	1.3e+08	"R"	"Action"	"140"	2003	"1"
"408"	"Grown Ups"	272223430	49244735	7.5e+07	"PG13"	"Comedy"	"102"	2010	"0"
"409"	"The Princess and the Frog"	270997378	95437122	1.05e+08	"G"	"Adventure"	"97"	2009	"0"
"410"	"Neighbors"	270594534	16860696	1.8e+07	"R"	"Comedy"	"91"	2013	"0"
"411"	"The Firm"	270340892	NA	4.2e+07	"R"	"comedy"	"155"	1993	"0"
"412"	"Mr. Peabody & Sherman"	269806430	18946462	1.45e+08	"PG"	"Adventure"	"91"	2013	"0"
"413"	"The Silence of the Lambs"	269507594	NA	2e+07	"R"	"Thriller/Suspense"	"118"	1991	"0"
"414"	"10,000 B.C."	269065678	27300295	1.05e+08	"13"	"Adventure"	"109"	2008	"0"
"415"	"The Godfather"	268355541	NA	7e+06	"R"	"Drama"	"175"	1972	"0"
"416"	"Exodus: Gods and Kings"	268314513	6860967	1.4e+08	"PG-13"	"Drama"	"150"	2014	"0"
"417"	"The Expendables"	268268174	49020239	8.2e+07	"R"	"Action"	"103"	2010	"0"
"418"	"Bambi"	2.68e+08	NA	0	"g"	"Drama"	"70"	1942	"0"
"419"	"American Gangster"	267985456	79571697	1e+08	"R"	"Drama"	"157"	2007	"0"
"420"	"Hotel Transylvania 2"	267905162	NA	8e+07	"PG"	"Comedy"	"89"	2015	"1"
"421"	"We're the Millers"	267816276	32003248	3.7e+07	"R"	"Comedy"	"100"	2013	"0"
"422"	"xXx"	266985000	NA	7e+07	"13"	"Action"	"124"	2002	"0"
"423"	"Batman Returns"	266824291	NA	8e+07	"PG13"	"Action"	"126"	1992	"1"
"424"	"Something's Gotta Give"	266685242	NA	8e+07	"PG-13"	"Romantic Comedy"	"123"	2003	"0"
"425"	"Waterworld"	264214660	NA	1.75e+08	"PG-13"	"Action"	"135"	1995	"0"
"426"	"Bridget Jones: The Edge Of Reason"	263894551	NA	5e+07	"R"	"Romantic Comedy"	"108"	2004	"0"
"427"	"Real Steel"	263880341	29720246	1.1e+08	"PG13"	"Action"	"126"	2010	"0"
"428"	"The Fifth Element"	263869158	NA	9.5e+07	"PG-13"	"Action"	"126"	1997	"0"
"429"	"Cinderella"	263591415	NA	2900000	"g"	"Drama"	"74"	1950	"0"
"430"	"The Incredible Hulk"	263144885	67763175	137500000	"13"	"Adventure"	"112"	2008	"0"
"431"	"Epic"	262794441	31705407	1e+08	"PG"	"Adventure"	"103"	2013	"0"
"432"	"Jumanji"	262409938	NA	6.5e+07	"PG"	"Adventure"	"100"	1995	"0"
"433"	"Borat"	261443242	62696374	1.8e+07	"R"	"Comedy"	"82"	2006	"0"
"434"	"Indecent Proposal"	261254196	NA	0	"R"	"Drama"	"118"	1993	"0"
"435"	"Robots"	260700012	NA	8e+07	"PG"	"Adventure"	"90"	2005	"0"
"436"	"The Lone Ranger"	259989910	24979874	2.75e+08	"PG-13"	"Western"	"149"	2013	"0"
"437"	"Charlie's Angels"	259736090	NA	9e+07	"PG13"	"Action"	"98"	2000	"0"
"438"	"Paddington"	259541430	9294218	5.5e+07	"PG"	"Adventure"	"95"	2014	"0"
"439"	"Knight and Day"	258751370	22669578	1.17e+08	"13"	"Action"	"109"	2010	"0"
"440"	"Out of Africa"	258210860	NA	3.1e+07	"PG"	"Drama"	NA	1985	"0"
"441"	"Super 8"	257972745	20643767	5e+07	"PG13"	"Thriller/Suspense"	"112"	2010	"0"
"442"	"American Hustle"	257878294	8991565	4e+07	"R"	"Black Comedy"	"138"	2013	"0"
"443"	"The Full Monty"	257845980	NA	3500000	"R"	"Comedy"	NA	1997	"0"
"444"	"Erin Brockovich"	257805243	NA	5e+07	"R"	"Drama"	"130"	2000	"0"
"445"	"The Village"	257641634	NA	71682975	"13"	"Thriller/Suspense"	"109"	2004	"0"
"446"	"Rush Hour 3"	256585882	44479042	1.8e+08	"13"	"Action"	"91"	2007	"1"
"447"	"Bean"	256538615	NA	0	"13"	"Comedy"	"115"	1997	"0"
"448"	"Maze Runner: The Scorch Trials"	255818812	NA	6.1e+07	"PG-13"	"Thriller/Suspense"	"131"	2015	"1"
"449"	"Cliffhanger"	2.55e+08	NA	6.5e+07	"R"	"Action"	NA	1993	"n"
"450"	"Gang jiong"	254600379	NA	0	"Not Rated"	"Comedy"	"113"	2015	"1"
"451"	"Wild Hogs"	253013584	92888939	0	"PG-13"	"Comedy"	"99"	2007	"0"
"452"	"Michael Jackson's This Is It"	252091016	49900525	6e+07	"PG"	"Documentary"	"111"	2009	"0"
"453"	"True Grit"	252084251	28938315	3.5e+07	"PG13"	"Western"	"110"	2010	"0"
"454"	"After Earth"	251499665	8525310	1.3e+08	"PG13"	"Action"	"99"	2012	"0"
"455"	"You've Got Mail"	250710047	NA	6.5e+07	"PG"	"Drama"	"119"	1998	"0"
"456"	"Annabelle"	250673813	5859251	6500000	"R"	"Horror"	"98"	2014	"0"
"457"	"Enemy of the State"	250644445	NA	8.5e+07	"R"	"Action"	"127"	1998	"0"
"458"	"Hercules"	250634690	NA	7e+07	"General"	"Adventure"	NA	1997	"0"
"459"	"Total Recall"	250585890	NA	6.5e+07	"R"	"Action"	"113"	1990	"0"
"460"	"Brother Bear"	250397798	NA	0	"g"	"Adventure"	NA	2003	"0"
"461"	"Space Jam"	250180069	NA	8e+07	"PG"	"Comedy"	NA	1996	"0"
"462"	"Eragon"	249488115	87829705	1e+08	"PG"	"Adventure"	NA	2006	"0"
"463"	"The Blair Witch Project"	248300000	NA	60000	"R"	"Horror"	"81"	1999	"0"
"464"	"The Truman Show"	248248500	NA	6e+07	"PG"	"Drama"	"104"	1998	"0"
"465"	"The Ring"	248218486	NA	4.8e+07	"13"	"Horror"	"115"	2002	"0"
"466"	"Unbreakable"	248099143	NA	73243106	"PG13"	"Thriller/Suspense"	"-78"	2000	"0"
"467"	"Love Actually"	247967903	NA	4.5e+07	"R"	"action"	"135"	2003	"0"
"468"	"Marley & Me"	247812011	72876321	6e+07	"PG"	"Comedy"	"116"	2008	"0"
"469"	"Bienvenue chez les Ch'tis"	247474497	NA	1.6e+07	"Not Rated"	"Comedy"	"106"	2008	"0"
"470"	"Grown Ups 2"	247023808	19224977	8e+07	"13"	"Comedy"	"100"	2012	"1"
"471"	"Dumb & Dumber"	246365376	NA	1.6e+07	"13"	"Comedy"	"106"	1994	"0"
"472"	"Babe"	246075470	NA	3e+07	"General"	"Adventure"	NA	1995	"0"
"473"	"Lilo & Stitch"	245800000	NA	8e+07	"PG"	"Adventure"	"85"	2002	"0"
"474"	"8 Mile"	245769202	NA	4.1e+07	"R"	"Drama"	"110"	2002	"0"
"475"	"Rango"	245504574	26934914	1.35e+08	"PG"	"Adventure"	"107"	2011	"0"
"476"	"Rush Hour"	245266822	NA	3.5e+07	"PG13"	"Action"	"98"	1998	"0"
"477"	"Hulk"	245229234	NA	1.37e+08	"PG13"	"Action"	"138"	2003	"0"
"478"	"Back to the Future Part III"	243700000	NA	4e+07	"PG"	"Adventure"	"119"	1990	"1"
"479"	"Hercules"	243388614	9042674	1e+08	"PG13"	"Action"	"97"	2013	"0"
"480"	"Journey to the Center of the Earth"	243180937	32498092	4.5e+07	"PG"	"Adventure"	"92"	2008	"0"
"481"	"RoboCop"	242981799	6742073	1.2e+08	"PG13"	"Action"	"116"	2013	"0"
"482"	"Four Weddings and a Funeral"	242281039	NA	4500000	"R"	"Romantic Comedy"	NA	1994	"0"
"483"	"Face/Off"	241197065	NA	8e+07	"R"	"Action"	"140"	1997	"0"
"484"	"Pixels"	240269343	NA	9e+07	"PG-13"	"Comedy"	"105"	2013	"0"
"485"	"Die Hard 2"	239814025	NA	7e+07	"R"	"Action"	"124"	1990	"0"
"486"	"Crocodile Dundee 2"	239606210	NA	1.4e+07	"PG"	"Adventure"	"108"	1988	"1"
"487"	"The Girl with the Dragon Tattoo"	239373970	26673052	9e+07	"R"	"Thriller/Suspense"	"160"	2011	"0"
"488"	"Grand Canyon: The Hidden Secrets"	2.39e+08	NA	0	NA	NA	NA	1984	"no"
"489"	"Resident Evil: Retribution"	238940997	15385533	6.5e+07	"R"	"Action"	"95"	2012	"1"
"490"	"Batman & Robin"	238300947	NA	1.25e+08	"PG-13"	"Action"	"125"	1997	"1"
"491"	"Dead Poets' Society"	237966799	NA	16400000	"PG"	"Drama"	NA	1989	"0"
"492"	"Hauru no ugoku shiro"	237814327	16837421	2.4e+07	"PG"	"Adventure"	NA	2005	"0"
"493"	"Click"	237669602	81325291	82500000	"13"	"Comedy"	"106"	2006	"0"
"494"	"Cloudy with a Chance of Meatballs"	236827677	51645477	1e+08	"PG"	"Comedy"	"90"	2009	"0"
"495"	"American Reunion"	236799211	18640295	5e+07	"R"	"Comedy"	"112"	2012	"1"
"496"	"Dark Shadows"	236527149	16756517	1.5e+08	"13"	"Black Comedy"	"112"	2011	"0"
"497"	"Silver Linings Playbook"	236412453	19256289	2.1e+07	"R"	"Drama"	"122"	2012	"0"
"498"	"2 Fast 2 Furious"	236410607	NA	7.6e+07	"PG-13"	"Action"	"107"	2003	"1"
"499"	"Artificial Intelligence: AI"	235900000	NA	9e+07	"13"	"Drama"	"145"	2001	"0"
"500"	"A Few Good Men"	235685612	NA	3.3e+07	"R"	"Drama"	"138"	1992	"0"
"501"	"American Pie"	234723148	NA	1.2e+07	"R"	"Comedy"	"95"	1999	"0"
"502"	"Eraser"	234387469	NA	1e+08	"R"	"Action"	"114"	1996	"0"
"503"	"Mr. Bean's Holiday"	234268525	28542409	2.5e+07	"G"	"Comedy"	NA	2007	"1"
"504"	"The Mask of Zorro"	233642327	NA	6.5e+07	"PG13"	"Adventure"	"140"	1998	"0"
"505"	"Spy!"	233125712	5394790	6.5e+07	"R"	"Comedy"	"115"	2015	"0"
"506"	"The Day the Earth Stood Still"	233066978	33167096	8e+07	"13"	"Adventure"	"103"	2008	"0"
"507"	"Gone in 60 Seconds"	232643008	NA	103300000	"PG13"	"Action"	"117"	2000	"0"
"508"	"Gulliver's Travels"	232017848	6938534	1.12e+08	"PG"	"Comedy"	"-19"	2010	"0"
"509"	"Million Dollar Baby"	231946985	NA	3e+07	"PG-13"	"Drama"	"132"	2004	"0"
"510"	"The English Patient"	231651430	NA	3.5e+07	"R"	"Drama"	"161"	1996	"0"
"511"	"Juno"	231450102	58094736	7e+06	"PG-13"	"Comedy"	"96"	2007	"0"
"512"	"Green Lantern"	231201172	22377790	2e+08	"PG13"	"Action"	"113"	2011	"0"
"513"	"The Heat"	229727774	42835397	4.3e+07	"R"	"Comedy"	"117"	2013	"0"
"514"	"Ghost Rider"	229545589	103882484	1.2e+08	"13"	"Action"	"110"	2007	"0"
"515"	"Life is Beautiful"	229400000	NA	0	"PG13"	"Drama"	NA	1998	"0"
"516"	"The Green Hornet"	229155503	16566604	1.1e+08	"13"	"Action"	"118"	2010	"0"
"517"	"Big Daddy"	228641283	NA	3e+07	"13"	"Comedy"	"95"	1999	"0"
"518"	"Chicken Run"	227793915	NA	4.2e+07	"General"	"Adventure"	"-51"	2000	"0"
"519"	"The Imitation Game"	227773686	5591544	1.5e+07	"PG13"	"Drama"	"113"	2014	"0"
"520"	"Charlie's Angels: Full Throttle"	227200000	NA	1.2e+08	"PG-13"	"Action"	"106"	2003	"1"
"521"	"Argo"	227140757	25356865	44500000	"R"	"Thriller/Suspense"	"120"	2012	"0"
"522"	"Taken"	226941585	80397049	2.5e+07	"PG-13"	"Thriller/Suspense"	"91"	2009	"0"
"523"	"Get Smart"	226739416	37712230	8e+07	"13"	"Comedy"	"110"	2008	"0"
"524"	"Yes Man"	225990976	30644446	5e+07	"PG13"	"Comedy"	"104"	2008	"0"
"525"	"Good Will Hunting"	225839411	NA	1e+07	"R"	"Drama"	"126"	1997	"0"
"526"	"Rocky"	2.25e+08	NA	1e+06	"PG"	"Drama"	"119"	1976	"0"
"527"	"The Social Network"	224922135	24287200	4e+07	"13"	"Drama"	"120"	2010	"0"
"528"	"It's Complicated"	224614744	40193681	8.5e+07	"R"	"Romantic Comedy"	"118"	2009	"0"
"529"	"Sister Act"	224298649	NA	0	"PG"	"Comedy"	"100"	1992	"0"
"530"	"Con Air"	224087161	NA	8e+07	"R"	"Action"	"115"	1997	"0"
"531"	"Jumper"	223636949	36003739	82500000	"PG13"	"Adventure"	"88"	2008	"0"
