"name"	"boxoffice.total"	"boxoffice.domestic"	"boxoffice.international"	"dvd.domestic"	"budget"	"rating"	"genre"	"creative.type"	"time"	"year"	"production.method"	"sequel"	"boxoffice.domestic.inflationadj"	"budget.millions"	"boxoffice.total.millions"	"revenue.d.budget"
"148"	"Oz the Great and Powerful"	489570996	234770996	254800000	27552659	200000000	"PG"	"Adventure"	"Fantasy"	130	2011	"Animation/Live Action"	0	241701503	200	489.570996	2.44785498
"149"	"Rio"	487519809	143619809	343900000	67290836	90000000	"PG"	"Adventure"	"Kids Fiction"	96	2011	"Digital Animation"	0	151588618	90	487.519809	5.41688676666667
"150"	"Mr. and Mrs. Smith"	486124090	186336279	299787811	NA	110000000	"PG-13"	"Action"	"Contemporary Fiction"	120	2005	"Live Action"	0	243312510	110	486.12409	4.41930990909091
"151"	"Teenage Mutant Ninja Turtles"	485004754	191204754	293800000	32775904	125000000	"PG-13"	"Adventure"	"Super Hero"	101	2014	"Animation/Live Action"	0	195885403	125	485.004754	3.880038032
"152"	"Saving Private Ryan"	484819491	216119491	268700000	NA	65000000	"R"	"Drama"	"Historical Fiction"	169	1998	"Live Action"	0	382169747	65	484.819491	7.4587614
"153"	"Troy"	484161265	133298577	350862688	NA	150000000	"R"	"Action"	"Historical Fiction"	162	2004	"Live Action"	0	179663297	150	484.161265	3.22774176666667
"154"	"Bruce Almighty"	483473962	242704995	240768967	NA	81000000	"PG-13"	"Comedy"	"Fantasy"	102	2003	"Live Action"	0	336883711	81	483.473962	5.96881434567901
"155"	"Rise of the Planet of the Apes"	482860185	176760185	306100000	43496184	93000000	"PG-13"	"Adventure"	"Science Fiction"	120	2011	"Animation/Live Action"	0	186567811	93	482.860185	5.192045
"156"	"Charlie and the Chocolate Factory"	475825484	206459076	269366408	NA	150000000	"PG"	"Comedy"	"Kids Fiction"	115	2005	"Live Action"	0	269585078	150	475.825484	3.17216989333333
"157"	"Wreck-It Ralph"	473412677	189412677	284000000	61085079	165000000	"PG"	"Adventure"	"Kids Fiction"	101	2012	"Digital Animation"	0	198928945	165	473.412677	2.86916773939394
"158"	"Indiana Jones and the Last Crusade"	472705225	195705225	277000000	23207690	48000000	"PG-13"	"Adventure"	"Fantasy"	127	1989	"Live Action"	1	410539536	48	472.705225	9.84802552083333
"159"	"Jaws"	470700000	260000000	210700000	3011191	12000000	"PG"	"Horror"	"Contemporary Fiction"	124	1975	"Live Action"	0	1061560973	12	470.7	39.225
"160"	"San Andreas"	469590832	155190832	314400000	NA	110000000	"PG-13"	"Adventure"	"Science Fiction"	114	2015	"Live Action"	0	155190832	110	469.590832	4.26900756363636
"161"	"Home Alone"	468427450	277504018	190923432	NA	15000000	"PG"	"Comedy"	"Contemporary Fiction"	103	1990	"Live Action"	0	550995677	15	468.42745	31.2284966666667
"162"	"Star Trek Into Darkness"	466978661	228778661	238200000	26072389	190000000	"PG-13"	"Adventure"	"Science Fiction"	132	2012	"Live Action"	1	235532269	190	466.978661	2.45778242631579
"163"	"The Hangover"	465764086	277322503	188441583	199312736	35000000	"R"	"Comedy"	"Contemporary Fiction"	100	2009	"Live Action"	0	309491916	35	465.764086	13.3075453142857
"164"	"The Matrix"	463420706	171383253	292037453	NA	65000000	"R"	"Action"	"Science Fiction"	136	1999	"Live Action"	0	282377527	65	463.420706	7.12954932307692
"165"	"Cars"	461651246	244082982	217568264	306928704	70000000	"G"	"Comedy"	"Kids Fiction"	116	2006	"Digital Animation"	0	311865907	70	461.651246	6.5950178
"166"	"X-Men: The Last Stand"	459359555	234362462	224997093	144786666	210000000	"PG-13"	"Action"	"Super Hero"	104	2006	"Live Action"	1	299483028	210	459.359555	2.18742645238095
"167"	"The Lego Movie"	457729388	257784718	199944670	49949697	60000000	"PG"	"Adventure"	"Kids Fiction"	110	2013	"Digital Animation"	0	264095237	60	457.729388	7.62882313333333
"168"	"Gladiator"	457683805	187683805	270000000	NA	103000000	"R"	"Action"	"Historical Fiction"	154	2000	"Live Action"	0	291350945	103	457.683805	4.44353208737864
"169"	"Mission: Impossible"	457607112	180891004	276716108	NA	80000000	"PG-13"	"Action"	"Contemporary Fiction"	111	1996	"Live Action"	0	342546996	80	457.607112	5.7200889
"170"	"National Treasure 2: Book of Secrets"	457325804	219961501	237364303	102803548	0	"PG"	"Adventure"	"Contemporary Fiction"	124	2007	"Live Action"	1	263683550	0	457.325804	Inf
"171"	"The Last Samurai"	456810575	111110575	345700000	NA	140000000	"R"	"Action"	"Historical Fiction"	154	2003	"Live Action"	0	153379455	140	456.810575	3.26293267857143
"172"	"Ant-Man"	454653293	178753293	275900000	NA	130000000	"PG-13"	"Action"	"Super Hero"	117	2015	"Live Action"	0	178753293	130	454.653293	3.49733302307692
"173"	"300"	454139586	210592590	243546996	276406735	60000000	"R"	"Action"	"Historical Fiction"	115	2007	"Animation/Live Action"	0	256200578	60	454.139586	7.5689931
"174"	"Beauty and the Beast"	451421625	218951625	232470000	100240398	20000000	"G"	"Musical"	"Fantasy"	85	1991	"Hand Animation"	0	360973735	20	451.421625	22.57108125
"175"	"Ocean's Eleven"	450728529	183417150	267311379	NA	85000000	"PG-13"	"Thriller/Suspense"	"Contemporary Fiction"	116	2001	"Live Action"	0	269448321	85	450.728529	5.30268857647059
"176"	"Lucy"	450573960	126573960	324000000	13155588	40000000	"R"	"Action"	"Science Fiction"	88	2014	"Live Action"	0	129672459	40	450.57396	11.264349
"177"	"Thor"	449326618	181030624	268295994	39865628	150000000	"PG-13"	"Action"	"Super Hero"	113	2011	"Live Action"	0	191075198	150	449.326618	2.99551078666667
"178"	"Pearl Harbor"	449239855	198539855	250700000	NA	151500000	"PG-13"	"Action"	"Dramatization"	182	2001	"Live Action"	0	293600458	151.5	449.239855	2.9652795709571
"179"	"Tarzan"	448191819	171091819	277100000	NA	145000000	"G"	"Adventure"	"Historical Fiction"	88	1999	"Hand Animation"	0	281869317	145	448.191819	3.09097806206897
"180"	"Alvin and the Chipmunks: The Squeakquel"	443483213	219614612	223868601	75540253	70000000	"PG"	"Comedy"	"Kids Fiction"	89	2009	"Animation/Live Action"	1	241576120	70	443.483213	6.33547447142857
"181"	"Les Miserables"	442169052	148809770	293359282	39267160	65000000	"PG-13"	"Musical"	"Historical Fiction"	158	2012	"Live Action"	0	155478416	65	442.169052	6.8026008
"182"	"The Bourne Ultimatum"	442161562	227471070	214690492	126875773	130000000	"PG-13"	"Thriller/Suspense"	"Contemporary Fiction"	113	2007	"Live Action"	1	276734431	130	442.161562	3.40124278461538
"183"	"Men in Black 2"	441767803	190418803	251349000	NA	140000000	"PG-13"	"Action"	"Science Fiction"	86	2002	"Animation/Live Action"	1	274321067	140	441.767803	3.15548430714286
"184"	"Mrs. Doubtfire"	440783653	218692701	222090952	NA	25000000	"PG-13"	"Comedy"	"Contemporary Fiction"	125	1993	"Live Action"	0	445006593	25	440.783653	17.63134612
"185"	"Terminator: Genisys"	440160956	89760956	350400000	NA	155000000	"PG-13"	"Action"	"Science Fiction"	126	2015	"Live Action"	1	89760956	155	440.160956	2.83974810322581
"186"	"The Mummy Returns"	435040395	202007640	233032755	NA	98000000	"PG-13"	"Adventure"	"Fantasy"	129	2001	"Live Action"	1	298728615	98	435.040395	4.43918770408163
"187"	"Terminator 3: Rise of the Machines"	433058296	150358296	282700000	NA	170000000	"R"	"Action"	"Science Fiction"	109	2003	"Animation/Live Action"	1	208695044	170	433.058296	2.54740174117647
"188"	"Die Another Day"	431932247	160932247	271000000	NA	142000000	"PG-13"	"Action"	"Contemporary Fiction"	133	2002	"Live Action"	1	231270809	142	431.932247	3.04177638732394
"189"	"The King’s Speech"	430821168	138797449	292023719	40949215	15000000	"R"	"Drama"	"Dramatization"	118	2010	"Live Action"	0	146621400	15	430.821168	28.7214112
"190"	"Pretty Woman"	429359276	175119672	254239604	NA	14000000	"R"	"Romantic Comedy"	"Contemporary Fiction"	119	1990	"Live Action"	0	347334519	14	429.359276	30.6685197142857
"191"	"The Matrix Revolutions"	427289109	139259759	288029350	NA	150000000	"R"	"Action"	"Science Fiction"	129	2003	"Live Action"	1	193262019	150	427.289109	2.84859406
"192"	"Cast Away"	427230516	233632142	193598374	NA	85000000	"PG-13"	"Drama"	"Contemporary Fiction"	143	2000	"Live Action"	0	353617894	85	427.230516	5.02624136470588
"193"	"Les Intouchables"	426480871	13182281	413298590	4829200	0	"R"	"Comedy"	"Contemporary Fiction"	110	2011	"Live Action"	0	13860795	0	426.480871	Inf
"194"	"Django Unchained"	425373688	162805434	262568254	32336938	100000000	"R"	"Western"	"Historical Fiction"	165	2011	"Live Action"	0	169948297	100	425.373688	4.25373688
"195"	"The Chronicles of Narnia: The Voyage of the Dawn Treader"	418186950	104386950	313800000	35306494	155000000	"PG"	"Adventure"	"Fantasy"	115	2010	"Animation/Live Action"	1	110644051	155	418.18695	2.69798032258065
"196"	"The Chronicles of Narnia: Prince Caspian"	417341288	141621490	275719798	99094588	225000000	"PG"	"Adventure"	"Fantasy"	144	2008	"Animation/Live Action"	1	165093580	225	417.341288	1.85485016888889
"197"	"The Wolverine"	416456852	132556852	283900000	36969559	115000000	"PG-13"	"Action"	"Super Hero"	126	2013	"Live Action"	1	136469962	115	416.456852	3.62136393043478
"198"	"The Mummy"	416247825	155247825	261000000	NA	80000000	"PG-13"	"Adventure"	"Fantasy"	125	1999	"Live Action"	0	255792180	80	416.247825	5.2030978125
"199"	"Dances with Wolves"	415285106	175293948	239991158	NA	19000000	"PG-13"	"Western"	"Historical Fiction"	181	1990	"Live Action"	0	348215988	19	415.285106	21.8571108421053
"200"	"Sex and the City"	415247258	152647258	262600000	95913839	57500000	"R"	"Comedy"	"Contemporary Fiction"	145	2008	"Live Action"	0	177946736	57.5	415.247258	7.22169144347826
"201"	"Pacific Rim"	411002906	101802906	309200000	21338877	190000000	"PG-13"	"Action"	"Science Fiction"	131	2013	"Live Action"	0	104808152	190	411.002906	2.16317318947368
"202"	"Batman"	409132777	248972777	160160000	NA	35000000	"PG-13"	"Action"	"Super Hero"	121	1989	"Live Action"	0	522281237	35	409.132777	11.6895079142857
"203"	"Signs"	408265690	227965690	180300000	NA	70702619	"PG-13"	"Thriller/Suspense"	"Science Fiction"	106	2002	"Live Action"	0	328389216	70.702619	408.26569	5.77440688583262
"204"	"Rain Man"	408080878	168106313	239974565	NA	25000000	"R"	"Comedy"	"Contemporary Fiction"	133	1988	"Live Action"	0	350043678	25	408.080878	16.32323512
"205"	"X2"	407711549	214949694	192761855	NA	125000000	"PG-13"	"Action"	"Super Hero"	135	2003	"Live Action"	1	298361741	125	407.711549	3.261692392
"206"	"The Mummy: Tomb of the Dragon Emperor"	405545959	102277510	303268449	45630812	175000000	"PG-13"	"Adventure"	"Fantasy"	111	2008	"Live Action"	1	119478578	175	405.545959	2.31740548
"207"	"Kingsman: The Secret Service"	404561724	128261724	276300000	13964690	0	"R"	"Action"	"Contemporary Fiction"	129	2014	"Live Action"	0	128261724	0	404.561724	Inf
"208"	"The Exorcist"	402735134	204868002	197867132	NA	12000000	"R"	"Horror"	"Fantasy"	121	1973	"Live Action"	0	968782587	12	402.735134	33.5612611666667
"209"	"Twilight"	402280159	192769854	209510305	238020714	37000000	"PG-13"	"Drama"	"Fantasy"	121	2008	"Live Action"	0	223930972	37	402.280159	10.8724367297297
"210"	"Night at the Museum: Battle of the Smithsonian"	402231063	177243721	224987342	51528433	150000000	"PG"	"Comedy"	"Fantasy"	105	2009	"Live Action"	1	197803992	150	402.231063	2.68154042
"211"	"Snow White and the Huntsman"	401016924	155136755	245880169	31469378	170000000	"PG-13"	"Adventure"	"Fantasy"	127	2011	"Live Action"	0	163127467	170	401.016924	2.35892308235294
"212"	"The Bodyguard"	400588566	111634286	288954280	NA	25000000	"R"	"Thriller/Suspense"	"Contemporary Fiction"	129	1992	"Live Action"	0	225265576	25	400.588566	16.02354264
"213"	"Prometheus"	399005706	126477084	272528622	18486137	125000000	"R"	"Adventure"	"Science Fiction"	124	2011	"Live Action"	0	132991600	125	399.005706	3.192045648
"214"	"Tron: Legacy"	397562763	172062763	225500000	26981621	200000000	"PG"	"Adventure"	"Science Fiction"	125	2010	"Live Action"	1	182312360	200	397.562763	1.987813815
"215"	"Mission: Impossible III"	397501348	133501348	264000000	49918230	150000000	"PG-13"	"Action"	"Contemporary Fiction"	126	2006	"Live Action"	1	170596377	150	397.501348	2.65000898666667
"216"	"The Wolf of Wall Street"	391976723	116900694	275076029	16909786	100000000	"R"	"Black Comedy"	"Dramatization"	165	2011	"Live Action"	0	120080582	100	391.976723	3.91976723
"217"	"Gone with the Wind"	390525192	198680470	191844722	NA	3900000	"G"	"Drama"	"Historical Fiction"	220	1939	"Live Action"	0	2033987841	3.9	390.525192	100.134664615385
"218"	"Robin Hood: Prince of Thieves"	390366200	165360108	225006092	NA	50000000	"PG-13"	"Adventure"	"Historical Fiction"	143	1991	"Live Action"	0	328756316	50	390.3662	7.807324
"219"	"Raiders of the Lost Ark"	389925971	248159971	141766000	23139994	20000000	"PG"	"Adventure"	"Historical Fiction"	115	1981	"Live Action"	0	703351941	20	389.925971	19.49629855
"220"	"Grease"	387513770	181813770	205700000	22682771	6000000	"PG"	"Musical"	"Historical Fiction"	110	1978	"Live Action"	0	598645451	6	387.51377	64.5856283333333
"221"	"Ice Age"	386116343	176387405	209728938	NA	65000000	"PG"	"Adventure"	"Kids Fiction"	81	2002	"Digital Animation"	0	254107157	65	386.116343	5.94025143076923
"222"	"Home"	386085953	177397510	208688443	24783835	130000000	"PG"	"Adventure"	"Kids Fiction"	94	2014	"Digital Animation"	0	177397510	130	386.085953	2.96989194615385
"223"	"Star Trek"	385680446	257730019	127950427	114904661	140000000	"PG-13"	"Adventure"	"Science Fiction"	125	2009	"Live Action"	1	287626705	140	385.680446	2.75486032857143
"224"	"Happy Feet"	385000317	198000317	187000000	206546318	85000000	"PG"	"Adventure"	"Kids Fiction"	108	2006	"Digital Animation"	0	251811299	85	385.000317	4.52941549411765
"225"	"Monster Hunt"	384752329	0	384752329	NA	0	"Not Rated"	"Adventure"	"Fantasy"	118	2015	"Live Action"	0	0	0	384.752329	Inf
"226"	"Slumdog Millionaire"	384519665	141319928	243199737	37985818	14000000	"R"	"Drama"	"Contemporary Fiction"	116	2008	"Live Action"	0	159151382	14	384.519665	27.4656903571429
"227"	"Live Free or Die Hard"	382288147	134529403	247758744	101012504	110000000	"PG-13"	"Action"	"Contemporary Fiction"	129	2007	"Live Action"	1	163664402	110	382.288147	3.47534679090909
"228"	"Monsters vs. Aliens"	381687380	198351526	183335854	91113874	175000000	"PG"	"Adventure"	"Kids Fiction"	95	2009	"Digital Animation"	0	221360302	175	381.68738	2.18107074285714
"229"	"Taken 2"	377807404	139854287	237953117	44868943	45000000	"PG-13"	"Thriller/Suspense"	"Contemporary Fiction"	91	2011	"Live Action"	1	147045307	45	377.807404	8.39572008888889
"230"	"Godzilla"	375827709	136142003	239685706	NA	125000000	"PG-13"	"Action"	"Science Fiction"	139	1998	"Live Action"	0	242965582	125	375.827709	3.006621672
"231"	"My Big Fat Greek Wedding"	374890034	241438208	133451826	NA	5000000	"PG"	"Romantic Comedy"	"Contemporary Fiction"	95	2002	"Live Action"	0	346825062	5	374.890034	74.9780068
"232"	"X-Men Origins: Wolverine"	374825760	179883157	194942603	85026052	150000000	"PG-13"	"Action"	"Super Hero"	107	2009	"Live Action"	0	200749604	150	374.82576	2.4988384
"233"	"What Women Want"	374105123	182805123	191300000	NA	65000000	"PG-13"	"Romantic Comedy"	"Contemporary Fiction"	126	2000	"Live Action"	0	278907258	65	374.105123	5.75546343076923
"234"	"Superman Returns"	374085065	200120000	173965065	85596056	232000000	"PG-13"	"Adventure"	"Super Hero"	150	2006	"Live Action"	0	255725865	232	374.085065	1.612435625
"235"	"The Adventures of Tintin"	373993951	77591831	296402120	17769378	130000000	"PG"	"Adventure"	"Contemporary Fiction"	104	2011	"Digital Animation"	0	81777244	130	373.993951	2.87687654615385
"236"	"Back to the Future"	373397694	200132594	173265100	5391380	19000000	"PG"	"Adventure"	"Science Fiction"	116	1985	"Live Action"	0	470824879	19	373.397694	19.6525102105263
"237"	"Mad Max: Fury Road"	373136354	153636354	219500000	12805616	150000000	"R"	"Action"	"Science Fiction"	120	2015	"Live Action"	1	153636354	150	373.136354	2.48757569333333
"238"	"G.I. Joe: Retaliation"	371923060	122523060	249400000	16537102	140000000	"PG-13"	"Action"	"Contemporary Fiction"	110	2012	"Animation/Live Action"	1	126139976	140	371.92306	2.65659328571429
"239"	"Shark Tale"	371917043	161412000	210505043	NA	75000000	"PG"	"Adventure"	"Kids Fiction"	90	2004	"Digital Animation"	0	217527972	75	371.917043	4.95889390666667
"240"	"Captain America: The First Avenger"	370569776	176654505	193915271	46552665	140000000	"PG-13"	"Action"	"Super Hero"	124	2011	"Live Action"	0	186456264	140	370.569776	2.64692697142857
"241"	"Gone Girl"	368567189	167767189	200800000	15330723	61000000	"R"	"Thriller/Suspense"	"Contemporary Fiction"	149	2014	"Live Action"	0	171848622	61	368.567189	6.04208506557377
"242"	"Penguins of Madagascar"	367650911	83350911	284300000	9160908	132000000	"PG"	"Comedy"	"Kids Fiction"	92	2014	"Digital Animation"	0	85263190	132	367.650911	2.78523417424242
"243"	"The Golden Compass"	367262558	70107728	297154830	41885405	205000000	"PG-13"	"Adventure"	"Fantasy"	NA	2007	"Live Action"	0	84714904	205	367.262558	1.79152467317073
"244"	"Hitch"	366784257	177784257	189000000	NA	55000000	"PG-13"	"Romantic Comedy"	"Contemporary Fiction"	117	2005	"Live Action"	0	231872687	55	366.784257	6.66880467272727
"245"	"Die Hard: With a Vengeance"	366072426	99983259	266089167	NA	90000000	"R"	"Action"	"Contemporary Fiction"	129	1995	"Live Action"	1	192301738	90	366.072426	4.0674714
"246"	"Jurassic Park III"	365900000	181166115	184733885	NA	93000000	"PG-13"	"Action"	"Science Fiction"	93	2001	"Animation/Live Action"	1	267908199	93	365.9	3.93440860215054
"247"	"Terminator Salvation"	365491792	125322469	240169323	30157379	200000000	"PG-13"	"Action"	"Science Fiction"	116	2009	"Live Action"	1	139859879	200	365.491792	1.82745896
"248"	"True Lies"	365291539	146273950	219017589	NA	100000000	"R"	"Action"	"Contemporary Fiction"	141	1994	"Live Action"	0	300076703	100	365.291539	3.65291539
"249"	"Edge of Tomorrow"	364406256	100206256	264200000	9812041	178000000	"PG-13"	"Action"	"Science Fiction"	136	2011	"Live Action"	0	102659280	178	364.406256	2.04722615730337
"250"	"Toy Story"	364402211	191652928	172749283	NA	30000000	"G"	"Adventure"	"Kids Fiction"	80	1995	"Digital Animation"	0	367497539	30	364.402211	12.1467403666667
"251"	"Notting Hill"	363728226	116089678	247638548	NA	42000000	"PG-13"	"Romantic Comedy"	"Contemporary Fiction"	124	1999	"Live Action"	0	191273743	42	363.728226	8.66019585714286
"252"	"A Bug's Life"	363089431	162792677	200296754	NA	45000000	"G"	"Adventure"	"Fantasy"	96	1998	"Digital Animation"	0	286914326	45	363.089431	8.06865402222222
"253"	"Fast & Furious"	363064265	155064265	208000000	66514029	85000000	"PG-13"	"Action"	"Contemporary Fiction"	107	2009	"Live Action"	1	173051717	85	363.064265	4.27134429411765
"254"	"Ocean's Twelve"	362989076	125531634	237457442	NA	110000000	"PG-13"	"Adventure"	"Contemporary Fiction"	125	2004	"Live Action"	1	168415750	110	362.989076	3.29990069090909
"255"	"Alvin and the Chipmunks"	362605033	217326974	145278059	138708106	55000000	"PG"	"Comedy"	"Kids Fiction"	91	2007	"Animation/Live Action"	0	261155735	55	362.605033	6.59281878181818
